sample_id,cell_id,compound_id,subtype,oncotree_lineage,role
S072841,CL0351,CMP0114,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072842,CL0351,CMP0115,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072843,CL0351,CMP0116,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072844,CL0351,CMP0117,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072845,CL0351,CMP0118,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072846,CL0351,CMP0119,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072848,CL0351,CMP0121,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072849,CL0351,CMP0122,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072850,CL0351,CMP0123,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072851,CL0351,CMP0124,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072852,CL0351,CMP0125,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072853,CL0351,CMP0126,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072854,CL0351,CMP0127,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072855,CL0351,CMP0128,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072856,CL0351,CMP0129,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072857,CL0351,CMP0130,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072858,CL0351,CMP0131,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072860,CL0351,CMP0133,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072861,CL0351,CMP0134,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072862,CL0351,CMP0135,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072864,CL0351,CMP0137,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072865,CL0351,CMP0138,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072866,CL0351,CMP0139,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072868,CL0351,CMP0141,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072869,CL0351,CMP0142,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072870,CL0351,CMP0143,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072871,CL0351,CMP0144,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072872,CL0351,CMP0145,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072873,CL0351,CMP0146,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072877,CL0351,CMP0150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072878,CL0351,CMP0151,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072880,CL0351,CMP0153,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072881,CL0351,CMP0154,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072882,CL0351,CMP0155,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072883,CL0351,CMP0156,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072884,CL0351,CMP0157,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072885,CL0351,CMP0158,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072886,CL0351,CMP0159,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072887,CL0351,CMP0160,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072888,CL0351,CMP0161,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072889,CL0351,CMP0162,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072890,CL0351,CMP0163,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072892,CL0351,CMP0165,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072893,CL0351,CMP0166,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072894,CL0351,CMP0167,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072895,CL0351,CMP0168,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072896,CL0351,CMP0169,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072897,CL0351,CMP0170,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072898,CL0351,CMP0171,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072899,CL0351,CMP0172,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072900,CL0351,CMP0173,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072902,CL0351,CMP0175,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072903,CL0351,CMP0176,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072904,CL0351,CMP0177,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072905,CL0351,CMP0178,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072906,CL0351,CMP0179,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072907,CL0351,CMP0180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072908,CL0351,CMP0181,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072909,CL0351,CMP0182,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072910,CL0351,CMP0183,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072912,CL0351,CMP0185,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072913,CL0351,CMP0186,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072914,CL0351,CMP0187,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072915,CL0351,CMP0188,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072916,CL0351,CMP0189,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072917,CL0351,CMP0190,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072918,CL0351,CMP0191,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072919,CL0351,CMP0192,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072920,CL0351,CMP0193,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072921,CL0351,CMP0194,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072922,CL0351,CMP0195,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072923,CL0351,CMP0196,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072924,CL0351,CMP0197,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072927,CL0351,CMP0200,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072928,CL0351,CMP0201,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072929,CL0351,CMP0202,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072930,CL0351,CMP0203,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072931,CL0351,CMP0204,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072933,CL0351,CMP0206,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072934,CL0351,CMP0207,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072935,CL0351,CMP0208,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072936,CL0351,CMP0209,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072937,CL0351,CMP0210,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072938,CL0351,CMP0211,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072940,CL0351,CMP0213,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072941,CL0351,CMP0214,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072942,CL0351,CMP0215,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072943,CL0351,CMP0216,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072944,CL0351,CMP0217,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072945,CL0351,CMP0218,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072946,CL0351,CMP0219,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072947,CL0351,CMP0220,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072948,CL0351,CMP0221,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072949,CL0351,CMP0222,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072950,CL0351,CMP0223,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072951,CL0351,CMP0224,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072953,CL0351,CMP0226,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072956,CL0351,CMP0229,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072957,CL0351,CMP0231,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072958,CL0351,CMP0232,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072959,CL0351,CMP0233,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072960,CL0351,CMP0234,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072961,CL0351,CMP0237,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072962,CL0351,CMP0238,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072966,CL0351,CMP0242,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072967,CL0352,CMP0001,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072968,CL0352,CMP0002,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072969,CL0352,CMP0003,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072970,CL0352,CMP0004,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072971,CL0352,CMP0005,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072972,CL0352,CMP0006,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072973,CL0352,CMP0008,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072974,CL0352,CMP0009,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072975,CL0352,CMP0010,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072978,CL0352,CMP0013,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072979,CL0352,CMP0014,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072980,CL0352,CMP0015,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072981,CL0352,CMP0016,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072982,CL0352,CMP0017,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072983,CL0352,CMP0018,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072984,CL0352,CMP0019,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072985,CL0352,CMP0020,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072986,CL0352,CMP0021,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072987,CL0352,CMP0022,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072988,CL0352,CMP0023,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072989,CL0352,CMP0024,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072991,CL0352,CMP0027,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072992,CL0352,CMP0028,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072993,CL0352,CMP0029,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072994,CL0352,CMP0030,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072996,CL0352,CMP0034,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072997,CL0352,CMP0035,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072998,CL0352,CMP0036,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S072999,CL0352,CMP0037,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073000,CL0352,CMP0038,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073001,CL0352,CMP0039,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073002,CL0352,CMP0040,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073003,CL0352,CMP0041,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073004,CL0352,CMP0042,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073005,CL0352,CMP0043,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073006,CL0352,CMP0044,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073007,CL0352,CMP0045,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073008,CL0352,CMP0046,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073009,CL0352,CMP0047,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073010,CL0352,CMP0048,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073011,CL0352,CMP0049,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073012,CL0352,CMP0050,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073015,CL0352,CMP0053,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073016,CL0352,CMP0054,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073017,CL0352,CMP0055,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073018,CL0352,CMP0056,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073019,CL0352,CMP0057,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073020,CL0352,CMP0058,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073021,CL0352,CMP0059,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073022,CL0352,CMP0061,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073023,CL0352,CMP0062,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073024,CL0352,CMP0063,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073025,CL0352,CMP0064,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073026,CL0352,CMP0067,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073027,CL0352,CMP0068,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073028,CL0352,CMP0070,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073029,CL0352,CMP0072,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073030,CL0352,CMP0073,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073031,CL0352,CMP0074,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073032,CL0352,CMP0075,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073033,CL0352,CMP0076,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073034,CL0352,CMP0077,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073036,CL0352,CMP0081,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073037,CL0352,CMP0082,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073038,CL0352,CMP0083,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073039,CL0352,CMP0086,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073040,CL0352,CMP0087,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073042,CL0352,CMP0089,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073043,CL0352,CMP0090,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073044,CL0352,CMP0091,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073045,CL0352,CMP0092,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073046,CL0352,CMP0093,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073047,CL0352,CMP0094,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073048,CL0352,CMP0095,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073049,CL0352,CMP0096,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073050,CL0352,CMP0097,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073051,CL0352,CMP0098,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073052,CL0352,CMP0100,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073053,CL0352,CMP0101,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073055,CL0352,CMP0103,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073056,CL0352,CMP0104,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073057,CL0352,CMP0105,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073058,CL0352,CMP0106,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073060,CL0352,CMP0108,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073061,CL0352,CMP0109,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073062,CL0352,CMP0110,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073064,CL0352,CMP0112,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073065,CL0352,CMP0113,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073066,CL0352,CMP0114,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073067,CL0352,CMP0115,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073068,CL0352,CMP0116,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073069,CL0352,CMP0117,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073070,CL0352,CMP0118,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073071,CL0352,CMP0119,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073073,CL0352,CMP0121,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073074,CL0352,CMP0122,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073075,CL0352,CMP0123,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073076,CL0352,CMP0124,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073077,CL0352,CMP0125,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073078,CL0352,CMP0126,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073079,CL0352,CMP0127,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073080,CL0352,CMP0128,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073081,CL0352,CMP0129,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073082,CL0352,CMP0130,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073083,CL0352,CMP0131,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073085,CL0352,CMP0133,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073086,CL0352,CMP0134,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073087,CL0352,CMP0135,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073089,CL0352,CMP0137,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073090,CL0352,CMP0138,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073091,CL0352,CMP0139,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073093,CL0352,CMP0141,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073094,CL0352,CMP0142,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073095,CL0352,CMP0143,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073096,CL0352,CMP0144,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073097,CL0352,CMP0145,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073098,CL0352,CMP0146,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073102,CL0352,CMP0150,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073103,CL0352,CMP0151,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073105,CL0352,CMP0153,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073106,CL0352,CMP0154,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073107,CL0352,CMP0155,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073108,CL0352,CMP0156,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073109,CL0352,CMP0157,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073110,CL0352,CMP0158,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073111,CL0352,CMP0159,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073112,CL0352,CMP0160,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073113,CL0352,CMP0161,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073114,CL0352,CMP0162,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073115,CL0352,CMP0163,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073117,CL0352,CMP0165,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073118,CL0352,CMP0166,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073119,CL0352,CMP0167,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073120,CL0352,CMP0168,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073121,CL0352,CMP0169,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073122,CL0352,CMP0170,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073123,CL0352,CMP0171,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073124,CL0352,CMP0172,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073125,CL0352,CMP0173,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073127,CL0352,CMP0175,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073128,CL0352,CMP0176,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073129,CL0352,CMP0177,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073130,CL0352,CMP0178,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073131,CL0352,CMP0179,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073132,CL0352,CMP0180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073133,CL0352,CMP0181,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073134,CL0352,CMP0182,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073135,CL0352,CMP0183,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073137,CL0352,CMP0185,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073138,CL0352,CMP0186,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073139,CL0352,CMP0187,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073140,CL0352,CMP0188,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073141,CL0352,CMP0189,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
S073142,CL0352,CMP0190,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,train
