sample_id,cell_id,compound_id,cell_group,oncotree_lineage,role
S026150,CL0125,CMP0003,CG_CL0125,Bowel,test
S026151,CL0125,CMP0004,CG_CL0125,Bowel,test
S026152,CL0125,CMP0005,CG_CL0125,Bowel,test
S026153,CL0125,CMP0006,CG_CL0125,Bowel,test
S026154,CL0125,CMP0008,CG_CL0125,Bowel,test
S026155,CL0125,CMP0009,CG_CL0125,Bowel,test
S026156,CL0125,CMP0010,CG_CL0125,Bowel,test
S026159,CL0125,CMP0013,CG_CL0125,Bowel,test
S026160,CL0125,CMP0014,CG_CL0125,Bowel,test
S026161,CL0125,CMP0015,CG_CL0125,Bowel,test
S026162,CL0125,CMP0016,CG_CL0125,Bowel,test
S026163,CL0125,CMP0017,CG_CL0125,Bowel,test
S026164,CL0125,CMP0018,CG_CL0125,Bowel,test
S026165,CL0125,CMP0019,CG_CL0125,Bowel,test
S026166,CL0125,CMP0020,CG_CL0125,Bowel,test
S026167,CL0125,CMP0021,CG_CL0125,Bowel,test
S026168,CL0125,CMP0022,CG_CL0125,Bowel,test
S026169,CL0125,CMP0023,CG_CL0125,Bowel,test
S026170,CL0125,CMP0024,CG_CL0125,Bowel,test
S026172,CL0125,CMP0027,CG_CL0125,Bowel,test
S026173,CL0125,CMP0028,CG_CL0125,Bowel,test
S026174,CL0125,CMP0029,CG_CL0125,Bowel,test
S026175,CL0125,CMP0030,CG_CL0125,Bowel,test
S026177,CL0125,CMP0034,CG_CL0125,Bowel,test
S026178,CL0125,CMP0035,CG_CL0125,Bowel,test
S026179,CL0125,CMP0036,CG_CL0125,Bowel,test
S026180,CL0125,CMP0037,CG_CL0125,Bowel,test
S026181,CL0125,CMP0038,CG_CL0125,Bowel,test
S026182,CL0125,CMP0039,CG_CL0125,Bowel,test
S026183,CL0125,CMP0040,CG_CL0125,Bowel,test
S026184,CL0125,CMP0041,CG_CL0125,Bowel,test
S026185,CL0125,CMP0042,CG_CL0125,Bowel,test
S026186,CL0125,CMP0043,CG_CL0125,Bowel,test
S026187,CL0125,CMP0044,CG_CL0125,Bowel,test
S026188,CL0125,CMP0045,CG_CL0125,Bowel,test
S026189,CL0125,CMP0046,CG_CL0125,Bowel,test
S026190,CL0125,CMP0047,CG_CL0125,Bowel,test
S026191,CL0125,CMP0048,CG_CL0125,Bowel,test
S026192,CL0125,CMP0049,CG_CL0125,Bowel,test
S026193,CL0125,CMP0050,CG_CL0125,Bowel,test
S026196,CL0125,CMP0053,CG_CL0125,Bowel,test
S026197,CL0125,CMP0054,CG_CL0125,Bowel,test
S026198,CL0125,CMP0055,CG_CL0125,Bowel,test
S026199,CL0125,CMP0056,CG_CL0125,Bowel,test
S026200,CL0125,CMP0057,CG_CL0125,Bowel,test
S026201,CL0125,CMP0058,CG_CL0125,Bowel,test
S026202,CL0125,CMP0059,CG_CL0125,Bowel,test
S026203,CL0125,CMP0060,CG_CL0125,Bowel,test
S026204,CL0125,CMP0061,CG_CL0125,Bowel,test
S026205,CL0125,CMP0062,CG_CL0125,Bowel,test
S026206,CL0125,CMP0063,CG_CL0125,Bowel,test
S026207,CL0125,CMP0064,CG_CL0125,Bowel,test
S026208,CL0125,CMP0067,CG_CL0125,Bowel,test
S026209,CL0125,CMP0068,CG_CL0125,Bowel,test
S026210,CL0125,CMP0070,CG_CL0125,Bowel,test
S026211,CL0125,CMP0072,CG_CL0125,Bowel,test
S026212,CL0125,CMP0073,CG_CL0125,Bowel,test
S026213,CL0125,CMP0074,CG_CL0125,Bowel,test
S026214,CL0125,CMP0075,CG_CL0125,Bowel,test
S026215,CL0125,CMP0076,CG_CL0125,Bowel,test
S026216,CL0125,CMP0077,CG_CL0125,Bowel,test
S026217,CL0125,CMP0079,CG_CL0125,Bowel,test
S026219,CL0125,CMP0081,CG_CL0125,Bowel,test
S026220,CL0125,CMP0082,CG_CL0125,Bowel,test
S026221,CL0125,CMP0083,CG_CL0125,Bowel,test
S026222,CL0125,CMP0086,CG_CL0125,Bowel,test
S026223,CL0125,CMP0087,CG_CL0125,Bowel,test
S026225,CL0125,CMP0089,CG_CL0125,Bowel,test
S026226,CL0125,CMP0090,CG_CL0125,Bowel,test
S026227,CL0125,CMP0091,CG_CL0125,Bowel,test
S026228,CL0125,CMP0092,CG_CL0125,Bowel,test
S026229,CL0125,CMP0093,CG_CL0125,Bowel,test
S026230,CL0125,CMP0094,CG_CL0125,Bowel,test
S026231,CL0125,CMP0095,CG_CL0125,Bowel,test
S026232,CL0125,CMP0096,CG_CL0125,Bowel,test
S026233,CL0125,CMP0097,CG_CL0125,Bowel,test
S026234,CL0125,CMP0098,CG_CL0125,Bowel,test
S026235,CL0125,CMP0100,CG_CL0125,Bowel,test
S026236,CL0125,CMP0101,CG_CL0125,Bowel,test
S026238,CL0125,CMP0103,CG_CL0125,Bowel,test
S026239,CL0125,CMP0104,CG_CL0125,Bowel,test
S026240,CL0125,CMP0105,CG_CL0125,Bowel,test
S026241,CL0125,CMP0106,CG_CL0125,Bowel,test
S026243,CL0125,CMP0108,CG_CL0125,Bowel,test
S026244,CL0125,CMP0109,CG_CL0125,Bowel,test
S026245,CL0125,CMP0110,CG_CL0125,Bowel,test
S026247,CL0125,CMP0112,CG_CL0125,Bowel,test
S026248,CL0125,CMP0113,CG_CL0125,Bowel,test
S026249,CL0125,CMP0114,CG_CL0125,Bowel,test
S026250,CL0125,CMP0115,CG_CL0125,Bowel,test
S026251,CL0125,CMP0116,CG_CL0125,Bowel,test
S026252,CL0125,CMP0117,CG_CL0125,Bowel,test
S026253,CL0125,CMP0118,CG_CL0125,Bowel,test
S026254,CL0125,CMP0119,CG_CL0125,Bowel,test
S026256,CL0125,CMP0121,CG_CL0125,Bowel,test
S026257,CL0125,CMP0122,CG_CL0125,Bowel,test
S026258,CL0125,CMP0123,CG_CL0125,Bowel,test
S026259,CL0125,CMP0124,CG_CL0125,Bowel,test
S026260,CL0125,CMP0125,CG_CL0125,Bowel,test
S026261,CL0125,CMP0126,CG_CL0125,Bowel,test
S026262,CL0125,CMP0127,CG_CL0125,Bowel,test
S026263,CL0125,CMP0128,CG_CL0125,Bowel,test
S026264,CL0125,CMP0129,CG_CL0125,Bowel,test
S026265,CL0125,CMP0130,CG_CL0125,Bowel,test
S026266,CL0125,CMP0131,CG_CL0125,Bowel,test
S026268,CL0125,CMP0133,CG_CL0125,Bowel,test
S026269,CL0125,CMP0134,CG_CL0125,Bowel,test
S026270,CL0125,CMP0135,CG_CL0125,Bowel,test
S026272,CL0125,CMP0137,CG_CL0125,Bowel,test
S026273,CL0125,CMP0138,CG_CL0125,Bowel,test
S026274,CL0125,CMP0139,CG_CL0125,Bowel,test
S026276,CL0125,CMP0141,CG_CL0125,Bowel,test
S026277,CL0125,CMP0142,CG_CL0125,Bowel,test
S026278,CL0125,CMP0143,CG_CL0125,Bowel,test
S026279,CL0125,CMP0144,CG_CL0125,Bowel,test
S026280,CL0125,CMP0145,CG_CL0125,Bowel,test
S026281,CL0125,CMP0146,CG_CL0125,Bowel,test
S026285,CL0125,CMP0150,CG_CL0125,Bowel,test
S026286,CL0125,CMP0151,CG_CL0125,Bowel,test
S026288,CL0125,CMP0153,CG_CL0125,Bowel,test
S026289,CL0125,CMP0154,CG_CL0125,Bowel,test
S026290,CL0125,CMP0155,CG_CL0125,Bowel,test
S026291,CL0125,CMP0156,CG_CL0125,Bowel,test
S026292,CL0125,CMP0157,CG_CL0125,Bowel,test
S026293,CL0125,CMP0158,CG_CL0125,Bowel,test
S026294,CL0125,CMP0159,CG_CL0125,Bowel,test
S026295,CL0125,CMP0160,CG_CL0125,Bowel,test
S026296,CL0125,CMP0161,CG_CL0125,Bowel,test
S026297,CL0125,CMP0162,CG_CL0125,Bowel,test
S026298,CL0125,CMP0163,CG_CL0125,Bowel,test
S026300,CL0125,CMP0165,CG_CL0125,Bowel,test
S026301,CL0125,CMP0166,CG_CL0125,Bowel,test
S026302,CL0125,CMP0167,CG_CL0125,Bowel,test
S026303,CL0125,CMP0168,CG_CL0125,Bowel,test
S026304,CL0125,CMP0169,CG_CL0125,Bowel,test
S026305,CL0125,CMP0170,CG_CL0125,Bowel,test
S026306,CL0125,CMP0171,CG_CL0125,Bowel,test
S026307,CL0125,CMP0172,CG_CL0125,Bowel,test
S026308,CL0125,CMP0173,CG_CL0125,Bowel,test
S026310,CL0125,CMP0175,CG_CL0125,Bowel,test
S026311,CL0125,CMP0176,CG_CL0125,Bowel,test
S026312,CL0125,CMP0177,CG_CL0125,Bowel,test
S026313,CL0125,CMP0178,CG_CL0125,Bowel,test
S026314,CL0125,CMP0179,CG_CL0125,Bowel,test
S026315,CL0125,CMP0180,CG_CL0125,Bowel,test
S026316,CL0125,CMP0181,CG_CL0125,Bowel,test
S026317,CL0125,CMP0182,CG_CL0125,Bowel,test
S026318,CL0125,CMP0183,CG_CL0125,Bowel,test
S026320,CL0125,CMP0185,CG_CL0125,Bowel,test
S026321,CL0125,CMP0186,CG_CL0125,Bowel,test
S026322,CL0125,CMP0187,CG_CL0125,Bowel,test
S026323,CL0125,CMP0188,CG_CL0125,Bowel,test
S026324,CL0125,CMP0189,CG_CL0125,Bowel,test
S026325,CL0125,CMP0190,CG_CL0125,Bowel,test
S026326,CL0125,CMP0191,CG_CL0125,Bowel,test
S026327,CL0125,CMP0192,CG_CL0125,Bowel,test
S026328,CL0125,CMP0193,CG_CL0125,Bowel,test
S026329,CL0125,CMP0194,CG_CL0125,Bowel,test
S026330,CL0125,CMP0195,CG_CL0125,Bowel,test
S026331,CL0125,CMP0196,CG_CL0125,Bowel,test
S026332,CL0125,CMP0197,CG_CL0125,Bowel,test
S026335,CL0125,CMP0200,CG_CL0125,Bowel,test
S026336,CL0125,CMP0201,CG_CL0125,Bowel,test
S026337,CL0125,CMP0202,CG_CL0125,Bowel,test
S026338,CL0125,CMP0203,CG_CL0125,Bowel,test
S026339,CL0125,CMP0207,CG_CL0125,Bowel,test
S026340,CL0125,CMP0208,CG_CL0125,Bowel,test
S026341,CL0125,CMP0215,CG_CL0125,Bowel,test
S026342,CL0125,CMP0216,CG_CL0125,Bowel,test
S026343,CL0125,CMP0217,CG_CL0125,Bowel,test
S026344,CL0125,CMP0218,CG_CL0125,Bowel,test
S026345,CL0125,CMP0219,CG_CL0125,Bowel,test
S026346,CL0125,CMP0220,CG_CL0125,Bowel,test
S026347,CL0125,CMP0221,CG_CL0125,Bowel,test
S026348,CL0125,CMP0222,CG_CL0125,Bowel,test
S026349,CL0125,CMP0223,CG_CL0125,Bowel,test
S026350,CL0125,CMP0224,CG_CL0125,Bowel,test
S026352,CL0125,CMP0226,CG_CL0125,Bowel,test
S026355,CL0125,CMP0229,CG_CL0125,Bowel,test
S026356,CL0125,CMP0231,CG_CL0125,Bowel,test
S026357,CL0125,CMP0232,CG_CL0125,Bowel,test
S026358,CL0125,CMP0233,CG_CL0125,Bowel,test
S026359,CL0125,CMP0234,CG_CL0125,Bowel,test
S026360,CL0125,CMP0237,CG_CL0125,Bowel,test
S026361,CL0125,CMP0238,CG_CL0125,Bowel,test
S026365,CL0125,CMP0242,CG_CL0125,Bowel,test
S026366,CL0126,CMP0001,CG_CL0126,Bowel,test
S026367,CL0126,CMP0005,CG_CL0126,Bowel,test
S026368,CL0126,CMP0006,CG_CL0126,Bowel,test
S026369,CL0126,CMP0007,CG_CL0126,Bowel,test
S026370,CL0126,CMP0008,CG_CL0126,Bowel,test
S026371,CL0126,CMP0009,CG_CL0126,Bowel,test
S026372,CL0126,CMP0010,CG_CL0126,Bowel,test
S026375,CL0126,CMP0013,CG_CL0126,Bowel,test
S026376,CL0126,CMP0014,CG_CL0126,Bowel,test
S026377,CL0126,CMP0015,CG_CL0126,Bowel,test
S026378,CL0126,CMP0016,CG_CL0126,Bowel,test
S026379,CL0126,CMP0017,CG_CL0126,Bowel,test
S026380,CL0126,CMP0018,CG_CL0126,Bowel,test
S026381,CL0126,CMP0019,CG_CL0126,Bowel,test
S026382,CL0126,CMP0020,CG_CL0126,Bowel,test
S026383,CL0126,CMP0021,CG_CL0126,Bowel,test
S026384,CL0126,CMP0022,CG_CL0126,Bowel,test
S026385,CL0126,CMP0023,CG_CL0126,Bowel,test
S026386,CL0126,CMP0024,CG_CL0126,Bowel,test
S026389,CL0126,CMP0027,CG_CL0126,Bowel,test
S026390,CL0126,CMP0028,CG_CL0126,Bowel,test
S026391,CL0126,CMP0029,CG_CL0126,Bowel,test
S026392,CL0126,CMP0030,CG_CL0126,Bowel,test
S026393,CL0126,CMP0031,CG_CL0126,Bowel,test
S026396,CL0126,CMP0034,CG_CL0126,Bowel,test
S026397,CL0126,CMP0035,CG_CL0126,Bowel,test
S026398,CL0126,CMP0036,CG_CL0126,Bowel,test
S026399,CL0126,CMP0037,CG_CL0126,Bowel,test
S026400,CL0126,CMP0038,CG_CL0126,Bowel,test
S026401,CL0126,CMP0039,CG_CL0126,Bowel,test
S026402,CL0126,CMP0040,CG_CL0126,Bowel,test
S026403,CL0126,CMP0041,CG_CL0126,Bowel,test
S026404,CL0126,CMP0042,CG_CL0126,Bowel,test
S026405,CL0126,CMP0043,CG_CL0126,Bowel,test
S026406,CL0126,CMP0044,CG_CL0126,Bowel,test
S026407,CL0126,CMP0045,CG_CL0126,Bowel,test
S026408,CL0126,CMP0046,CG_CL0126,Bowel,test
S026409,CL0126,CMP0048,CG_CL0126,Bowel,test
S026410,CL0126,CMP0049,CG_CL0126,Bowel,test
S026411,CL0126,CMP0050,CG_CL0126,Bowel,test
S026413,CL0126,CMP0053,CG_CL0126,Bowel,test
S026414,CL0126,CMP0054,CG_CL0126,Bowel,test
S026415,CL0126,CMP0055,CG_CL0126,Bowel,test
S026416,CL0126,CMP0056,CG_CL0126,Bowel,test
S026417,CL0126,CMP0057,CG_CL0126,Bowel,test
S026418,CL0126,CMP0058,CG_CL0126,Bowel,test
S026419,CL0126,CMP0059,CG_CL0126,Bowel,test
S026420,CL0126,CMP0060,CG_CL0126,Bowel,test
S026421,CL0126,CMP0061,CG_CL0126,Bowel,test
S026422,CL0126,CMP0062,CG_CL0126,Bowel,test
S026423,CL0126,CMP0063,CG_CL0126,Bowel,test
S026424,CL0126,CMP0064,CG_CL0126,Bowel,test
S026425,CL0126,CMP0065,CG_CL0126,Bowel,test
S026427,CL0126,CMP0067,CG_CL0126,Bowel,test
S026428,CL0126,CMP0068,CG_CL0126,Bowel,test
S026429,CL0126,CMP0070,CG_CL0126,Bowel,test
S026431,CL0126,CMP0072,CG_CL0126,Bowel,test
S026432,CL0126,CMP0073,CG_CL0126,Bowel,test
S026433,CL0126,CMP0074,CG_CL0126,Bowel,test
S026434,CL0126,CMP0075,CG_CL0126,Bowel,test
S026435,CL0126,CMP0076,CG_CL0126,Bowel,test
S026436,CL0126,CMP0077,CG_CL0126,Bowel,test
S026437,CL0126,CMP0078,CG_CL0126,Bowel,test
S026438,CL0126,CMP0079,CG_CL0126,Bowel,test
S026440,CL0126,CMP0081,CG_CL0126,Bowel,test
S026441,CL0126,CMP0082,CG_CL0126,Bowel,test
S026442,CL0126,CMP0083,CG_CL0126,Bowel,test
S026443,CL0126,CMP0084,CG_CL0126,Bowel,test
S026444,CL0126,CMP0085,CG_CL0126,Bowel,test
S026445,CL0126,CMP0086,CG_CL0126,Bowel,test
S026446,CL0126,CMP0087,CG_CL0126,Bowel,test
S026448,CL0126,CMP0089,CG_CL0126,Bowel,test
S026449,CL0126,CMP0090,CG_CL0126,Bowel,test
S026450,CL0126,CMP0091,CG_CL0126,Bowel,test
S026451,CL0126,CMP0092,CG_CL0126,Bowel,test
S026452,CL0126,CMP0098,CG_CL0126,Bowel,test
S026454,CL0126,CMP0100,CG_CL0126,Bowel,test
S026455,CL0126,CMP0101,CG_CL0126,Bowel,test
S026457,CL0126,CMP0103,CG_CL0126,Bowel,test
S026458,CL0126,CMP0104,CG_CL0126,Bowel,test
S026459,CL0126,CMP0105,CG_CL0126,Bowel,test
S026460,CL0126,CMP0106,CG_CL0126,Bowel,test
S026462,CL0126,CMP0108,CG_CL0126,Bowel,test
S026463,CL0126,CMP0109,CG_CL0126,Bowel,test
S026464,CL0126,CMP0110,CG_CL0126,Bowel,test
S026466,CL0126,CMP0112,CG_CL0126,Bowel,test
S026467,CL0126,CMP0113,CG_CL0126,Bowel,test
S026468,CL0126,CMP0114,CG_CL0126,Bowel,test
S026469,CL0126,CMP0115,CG_CL0126,Bowel,test
S026471,CL0126,CMP0121,CG_CL0126,Bowel,test
S026472,CL0126,CMP0122,CG_CL0126,Bowel,test
S026473,CL0126,CMP0123,CG_CL0126,Bowel,test
S026474,CL0126,CMP0124,CG_CL0126,Bowel,test
S026475,CL0126,CMP0125,CG_CL0126,Bowel,test
S026476,CL0126,CMP0126,CG_CL0126,Bowel,test
S026477,CL0126,CMP0127,CG_CL0126,Bowel,test
S026478,CL0126,CMP0128,CG_CL0126,Bowel,test
S026479,CL0126,CMP0129,CG_CL0126,Bowel,test
S026480,CL0126,CMP0130,CG_CL0126,Bowel,test
S026481,CL0126,CMP0131,CG_CL0126,Bowel,test
S026483,CL0126,CMP0133,CG_CL0126,Bowel,test
S026484,CL0126,CMP0134,CG_CL0126,Bowel,test
S026485,CL0126,CMP0135,CG_CL0126,Bowel,test
S026487,CL0126,CMP0137,CG_CL0126,Bowel,test
S026488,CL0126,CMP0138,CG_CL0126,Bowel,test
S026489,CL0126,CMP0139,CG_CL0126,Bowel,test
S026491,CL0126,CMP0145,CG_CL0126,Bowel,test
S026492,CL0126,CMP0146,CG_CL0126,Bowel,test
S026493,CL0126,CMP0171,CG_CL0126,Bowel,test
S026494,CL0126,CMP0172,CG_CL0126,Bowel,test
S026495,CL0126,CMP0173,CG_CL0126,Bowel,test
S026497,CL0126,CMP0175,CG_CL0126,Bowel,test
S026498,CL0126,CMP0176,CG_CL0126,Bowel,test
S026499,CL0126,CMP0177,CG_CL0126,Bowel,test
S026500,CL0126,CMP0178,CG_CL0126,Bowel,test
S026501,CL0126,CMP0179,CG_CL0126,Bowel,test
S026502,CL0126,CMP0180,CG_CL0126,Bowel,test
S026503,CL0126,CMP0181,CG_CL0126,Bowel,test
S026504,CL0126,CMP0182,CG_CL0126,Bowel,test
S026505,CL0126,CMP0183,CG_CL0126,Bowel,test
S026507,CL0126,CMP0185,CG_CL0126,Bowel,test
S026508,CL0126,CMP0186,CG_CL0126,Bowel,test
S026509,CL0126,CMP0187,CG_CL0126,Bowel,test
S026510,CL0126,CMP0188,CG_CL0126,Bowel,test
S026511,CL0126,CMP0189,CG_CL0126,Bowel,test
S026512,CL0126,CMP0190,CG_CL0126,Bowel,test
S026513,CL0126,CMP0191,CG_CL0126,Bowel,test
S026514,CL0126,CMP0192,CG_CL0126,Bowel,test
S026515,CL0126,CMP0193,CG_CL0126,Bowel,test
S026516,CL0126,CMP0194,CG_CL0126,Bowel,test
S026517,CL0126,CMP0195,CG_CL0126,Bowel,test
S026518,CL0126,CMP0196,CG_CL0126,Bowel,test
S026519,CL0126,CMP0197,CG_CL0126,Bowel,test
S026521,CL0126,CMP0200,CG_CL0126,Bowel,test
S026522,CL0126,CMP0201,CG_CL0126,Bowel,test
S026523,CL0126,CMP0203,CG_CL0126,Bowel,test
S026524,CL0126,CMP0208,CG_CL0126,Bowel,test
S026525,CL0126,CMP0209,CG_CL0126,Bowel,test
S026526,CL0126,CMP0210,CG_CL0126,Bowel,test
S026527,CL0126,CMP0211,CG_CL0126,Bowel,test
S026529,CL0126,CMP0213,CG_CL0126,Bowel,test
S026530,CL0126,CMP0215,CG_CL0126,Bowel,test
S026531,CL0126,CMP0218,CG_CL0126,Bowel,test
S026532,CL0126,CMP0220,CG_CL0126,Bowel,test
S026533,CL0126,CMP0221,CG_CL0126,Bowel,test
S026534,CL0126,CMP0222,CG_CL0126,Bowel,test
S026535,CL0126,CMP0223,CG_CL0126,Bowel,test
S026536,CL0126,CMP0230,CG_CL0126,Bowel,test
S026537,CL0126,CMP0231,CG_CL0126,Bowel,test
S026538,CL0126,CMP0232,CG_CL0126,Bowel,test
S026539,CL0126,CMP0233,CG_CL0126,Bowel,test
S026540,CL0126,CMP0234,CG_CL0126,Bowel,test
S026541,CL0126,CMP0235,CG_CL0126,Bowel,test
S026542,CL0126,CMP0236,CG_CL0126,Bowel,test
S026543,CL0126,CMP0237,CG_CL0126,Bowel,test
S026544,CL0127,CMP0001,CG_CL0127,Bowel,test
S026545,CL0127,CMP0002,CG_CL0127,Bowel,test
S026546,CL0127,CMP0003,CG_CL0127,Bowel,test
S026547,CL0127,CMP0004,CG_CL0127,Bowel,test
S026548,CL0127,CMP0005,CG_CL0127,Bowel,test
S026549,CL0127,CMP0006,CG_CL0127,Bowel,test
S026550,CL0127,CMP0008,CG_CL0127,Bowel,test
S026551,CL0127,CMP0009,CG_CL0127,Bowel,test
S026552,CL0127,CMP0010,CG_CL0127,Bowel,test
S026555,CL0127,CMP0013,CG_CL0127,Bowel,test
S026556,CL0127,CMP0014,CG_CL0127,Bowel,test
S026557,CL0127,CMP0015,CG_CL0127,Bowel,test
S026558,CL0127,CMP0016,CG_CL0127,Bowel,test
S026559,CL0127,CMP0017,CG_CL0127,Bowel,test
S026560,CL0127,CMP0018,CG_CL0127,Bowel,test
S026561,CL0127,CMP0019,CG_CL0127,Bowel,test
S026562,CL0127,CMP0020,CG_CL0127,Bowel,test
S026563,CL0127,CMP0021,CG_CL0127,Bowel,test
S026564,CL0127,CMP0022,CG_CL0127,Bowel,test
S026565,CL0127,CMP0023,CG_CL0127,Bowel,test
S026566,CL0127,CMP0024,CG_CL0127,Bowel,test
S026568,CL0127,CMP0027,CG_CL0127,Bowel,test
S026569,CL0127,CMP0028,CG_CL0127,Bowel,test
S026570,CL0127,CMP0029,CG_CL0127,Bowel,test
S026571,CL0127,CMP0030,CG_CL0127,Bowel,test
S026573,CL0127,CMP0034,CG_CL0127,Bowel,test
S026574,CL0127,CMP0035,CG_CL0127,Bowel,test
S026575,CL0127,CMP0036,CG_CL0127,Bowel,test
S026576,CL0127,CMP0037,CG_CL0127,Bowel,test
S026577,CL0127,CMP0038,CG_CL0127,Bowel,test
S026578,CL0127,CMP0039,CG_CL0127,Bowel,test
S026579,CL0127,CMP0040,CG_CL0127,Bowel,test
S026580,CL0127,CMP0041,CG_CL0127,Bowel,test
S026581,CL0127,CMP0042,CG_CL0127,Bowel,test
S026582,CL0127,CMP0043,CG_CL0127,Bowel,test
S026583,CL0127,CMP0044,CG_CL0127,Bowel,test
S026584,CL0127,CMP0045,CG_CL0127,Bowel,test
S026585,CL0127,CMP0046,CG_CL0127,Bowel,test
S026586,CL0127,CMP0047,CG_CL0127,Bowel,test
S026587,CL0127,CMP0048,CG_CL0127,Bowel,test
S026588,CL0127,CMP0049,CG_CL0127,Bowel,test
S026589,CL0127,CMP0050,CG_CL0127,Bowel,test
S026592,CL0127,CMP0053,CG_CL0127,Bowel,test
S026593,CL0127,CMP0054,CG_CL0127,Bowel,test
S026594,CL0127,CMP0055,CG_CL0127,Bowel,test
S026595,CL0127,CMP0056,CG_CL0127,Bowel,test
S026596,CL0127,CMP0057,CG_CL0127,Bowel,test
S026597,CL0127,CMP0058,CG_CL0127,Bowel,test
S026598,CL0127,CMP0059,CG_CL0127,Bowel,test
S026599,CL0127,CMP0060,CG_CL0127,Bowel,test
S026600,CL0127,CMP0061,CG_CL0127,Bowel,test
S026601,CL0127,CMP0062,CG_CL0127,Bowel,test
S026602,CL0127,CMP0063,CG_CL0127,Bowel,test
S026603,CL0127,CMP0064,CG_CL0127,Bowel,test
S026604,CL0127,CMP0067,CG_CL0127,Bowel,test
S026605,CL0127,CMP0068,CG_CL0127,Bowel,test
S026606,CL0127,CMP0070,CG_CL0127,Bowel,test
S026607,CL0127,CMP0072,CG_CL0127,Bowel,test
S026608,CL0127,CMP0073,CG_CL0127,Bowel,test
S026609,CL0127,CMP0074,CG_CL0127,Bowel,test
S026610,CL0127,CMP0075,CG_CL0127,Bowel,test
S026611,CL0127,CMP0076,CG_CL0127,Bowel,test
S026612,CL0127,CMP0077,CG_CL0127,Bowel,test
S026613,CL0127,CMP0079,CG_CL0127,Bowel,test
S026615,CL0127,CMP0081,CG_CL0127,Bowel,test
S026616,CL0127,CMP0082,CG_CL0127,Bowel,test
S026617,CL0127,CMP0083,CG_CL0127,Bowel,test
S026618,CL0127,CMP0086,CG_CL0127,Bowel,test
S026619,CL0127,CMP0087,CG_CL0127,Bowel,test
S026621,CL0127,CMP0089,CG_CL0127,Bowel,test
S026622,CL0127,CMP0090,CG_CL0127,Bowel,test
S026623,CL0127,CMP0091,CG_CL0127,Bowel,test
S026624,CL0127,CMP0092,CG_CL0127,Bowel,test
S026625,CL0127,CMP0093,CG_CL0127,Bowel,test
S026626,CL0127,CMP0094,CG_CL0127,Bowel,test
S026627,CL0127,CMP0095,CG_CL0127,Bowel,test
S026628,CL0127,CMP0096,CG_CL0127,Bowel,test
S026629,CL0127,CMP0097,CG_CL0127,Bowel,test
S026630,CL0127,CMP0098,CG_CL0127,Bowel,test
S026631,CL0127,CMP0100,CG_CL0127,Bowel,test
S026632,CL0127,CMP0101,CG_CL0127,Bowel,test
S026634,CL0127,CMP0103,CG_CL0127,Bowel,test
S026635,CL0127,CMP0104,CG_CL0127,Bowel,test
S026636,CL0127,CMP0105,CG_CL0127,Bowel,test
S026637,CL0127,CMP0106,CG_CL0127,Bowel,test
S026639,CL0127,CMP0108,CG_CL0127,Bowel,test
S026640,CL0127,CMP0109,CG_CL0127,Bowel,test
S026641,CL0127,CMP0110,CG_CL0127,Bowel,test
S026643,CL0127,CMP0112,CG_CL0127,Bowel,test
S026644,CL0127,CMP0113,CG_CL0127,Bowel,test
S026645,CL0127,CMP0114,CG_CL0127,Bowel,test
S026646,CL0127,CMP0115,CG_CL0127,Bowel,test
S026647,CL0127,CMP0116,CG_CL0127,Bowel,test
S026648,CL0127,CMP0117,CG_CL0127,Bowel,test
S026649,CL0127,CMP0118,CG_CL0127,Bowel,test
S026650,CL0127,CMP0119,CG_CL0127,Bowel,test
S026652,CL0127,CMP0121,CG_CL0127,Bowel,test
S026653,CL0127,CMP0122,CG_CL0127,Bowel,test
S026654,CL0127,CMP0123,CG_CL0127,Bowel,test
S026655,CL0127,CMP0124,CG_CL0127,Bowel,test
S026656,CL0127,CMP0125,CG_CL0127,Bowel,test
S026657,CL0127,CMP0126,CG_CL0127,Bowel,test
S026658,CL0127,CMP0127,CG_CL0127,Bowel,test
S026659,CL0127,CMP0128,CG_CL0127,Bowel,test
S026660,CL0127,CMP0129,CG_CL0127,Bowel,test
S026661,CL0127,CMP0130,CG_CL0127,Bowel,test
S026662,CL0127,CMP0131,CG_CL0127,Bowel,test
S026664,CL0127,CMP0133,CG_CL0127,Bowel,test
S026665,CL0127,CMP0134,CG_CL0127,Bowel,test
S026666,CL0127,CMP0135,CG_CL0127,Bowel,test
S026668,CL0127,CMP0137,CG_CL0127,Bowel,test
S026669,CL0127,CMP0138,CG_CL0127,Bowel,test
S026670,CL0127,CMP0139,CG_CL0127,Bowel,test
S026672,CL0127,CMP0141,CG_CL0127,Bowel,test
S026673,CL0127,CMP0142,CG_CL0127,Bowel,test
S026674,CL0127,CMP0143,CG_CL0127,Bowel,test
S026675,CL0127,CMP0144,CG_CL0127,Bowel,test
S026676,CL0127,CMP0145,CG_CL0127,Bowel,test
S026677,CL0127,CMP0146,CG_CL0127,Bowel,test
S026681,CL0127,CMP0150,CG_CL0127,Bowel,test
S026682,CL0127,CMP0151,CG_CL0127,Bowel,test
S026684,CL0127,CMP0153,CG_CL0127,Bowel,test
S026685,CL0127,CMP0154,CG_CL0127,Bowel,test
S026686,CL0127,CMP0155,CG_CL0127,Bowel,test
